exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
HNX,Phát triển Hàng Hải,193.0,2777.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013.0,128.0,315.0,0.0,http://vimadeco.com.vn,3.8,-0.017,0.328,0.495,9.0,9.0,CT,VMS,,,,
UPCOM,Vật tư - TKV,198.0,2797.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,765.0,761.0,0.0,http://www.vmts.vn,3.7,-0.017,0.24,0.193,15.0,15.0,CT,MTS,,,,
UPCOM,Vận tải biển Vinaship,191.0,2773.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,506.0,0.0,0.019,http://www.vinaship.com.vn,4.2,0.227,0.092,-0.088,20.0,20.0,CT,VNA,,,,
HNX,VINACONTROL,195.0,2791.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,1011.0,869.0,0.021,http://www.vinacontrol.vn,4.1,-0.017,0.1,0.02,10.5,10.5,CT,VNC,,,,
HNX,VINAFREIGHT,194.0,2779.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2001.0,237.0,207.0,0.004,http://www.vinafreight.com,4.0,-0.017,-0.065,-0.391,31.7,31.7,CT,VNF,,,,
HOSE,Logistics Vinalink,194.0,2779.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999.0,332.0,1317.0,0.096,http://www.vinalinklogistics.com,4.3,-0.043,-0.025,0.046,9.4,9.4,CT,VNL,,,,
UPCOM,TCT Hàng hải Việt Nam,191.0,2773.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,687.0,512.0,0.0,https://vimc.co,3.8,-0.045,-0.156,-0.322,1200.6,6.4,CT,MVN,,,,
UPCOM,VIMC Logistics,194.0,2779.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,123.0,0.0,0.015,http://www.vimclogistics.com.vn,4.0,-0.017,-0.214,-0.402,14.2,14.2,CT,VLG,,,,
HNX,Vận tải ngoại thương,194.0,2779.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2002.0,401.0,198.0,0.104,http://www.vinatranshn.com.vn,3.5,-0.017,-0.186,0.234,16.6,11.9,CT,VNT,,,,
HOSE,Vận tải Biển Việt Nam,191.0,2773.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008.0,832.0,0.0,0.008,http://www.vosco.com.vn,4.4,-0.02,-0.024,-0.314,140.0,140.0,CT,VOS,,,,
HNX,Đại lý Hàng hải VN,194.0,2779.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,613.0,705.0,0.042,http://www.vosa.com.vn,3.9,0.014,0.027,0.128,14.1,14.1,CT,VSA,,,,
UPCOM,Vận tải Hóa dầu VP,191.0,2773.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008.0,8.0,925.0,0.0,http://www.vptrans.vn,3.3,0.054,-0.008,-0.388,15.1,15.1,CT,VPA,,,,
UPCOM,Giám định Vinaconmin,195.0,2791.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1995.0,,0.0,0.04,http://www.quacontrol.com.vn,4.0,0.053,-0.06,0.044,3.6,3.6,CT,VQC,,,,
HOSE,VICONSHIP,193.0,2777.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,1103.0,0.0,0.03,http://www.viconship.com,4.0,-0.005,-0.059,0.006,121.3,121.3,CT,VSC,,,,
UPCOM,DV Đường cao tốc Việt Nam,193.0,2777.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008.0,250.0,114.0,0.022,http://www.vecs.com.vn,3.3,-0.049,-0.075,-0.246,8.9,8.9,CT,VSE,,,,
UPCOM,Container Phía Nam,193.0,2777.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999.0,117.0,0.0,0.01,http://www.viconshipsg.com.vn,3.5,-0.076,-0.042,-0.257,11.0,11.0,CT,VSG,,,,
UPCOM,Vận tải và Thuê Tàu biển Việt Nam,191.0,2773.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,819.0,3522.0,0.001,http://www.vitranschart.com.vn,4.1,-0.128,-0.215,-0.278,67.0,63.0,CT,VST,,,,
HOSE,Viettronics Tân Bình,186.0,2733.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004.0,153.0,0.0,0.046,http://www.vtb.com.vn,4.3,-0.017,-0.051,0.36,10.8,12.0,CT,VTB,,,,
HNX,Dây cáp điện Việt Thái,186.0,2733.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005.0,96.0,0.0,0.003,http://www.vietthaicable.com.vn,3.2,0.075,-0.144,0.324,7.9,7.9,CT,VTH,,,,
UPCOM,Tư vấn thiết kế Viettel,195.0,2791.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010.0,97.0,627.0,0.008,http://www.vietteltuvanthietke.com.vn,3.8,-0.056,-0.037,0.232,8.6,4.9,CT,VTK,,,,
HOSE,VITACO,191.0,2773.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005.0,558.0,5038.0,0.011,http://www.vitaco.petrolimex.com.vn,4.0,-0.004,0.117,-0.073,79.9,79.9,CT,VTO,,,,
UPCOM,Bưu chính Viettel,190.0,2771.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009.0,10060.0,6033.0,0.143,http://www.viettelpost.com.vn,3.6,0.009,0.008,-0.338,113.2,113.2,CT,VTP,,,,
UPCOM,Vận tải Đa phương thức,194.0,2779.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012.0,200.0,536.0,0.0,http://www.vietranstimex.com.vn,3.2,-0.017,-0.042,0.364,21.0,21.0,CT,VTX,,,,
HNX,Bến xe Miền Tây,193.0,2777.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006.0,150.0,0.0,0.284,https://www.bxmt.com.vn/en,3.8,-0.019,-0.067,0.112,2.5,2.5,CT,WCS,,,,
UPCOM,Vận tải thủy Vinacomin,191.0,2773.0,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007.0,246.0,753.0,0.002,http://www.vantaithuytkv.vn,3.6,0.007,-0.019,-0.129,10.0,10.0,CT,WTC,,,,
