exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
UPCOM,BĐS Sài Gòn Vina,336.0,8633.0,Bất động sản,Real Estate,2007.0,0.0,33053.0,0.0,http://www.landsaigon.vn,3.6,-0.043,0.062,,90.0,90.0,CT,LSG,,,,
HOSE,Đầu tư LDG,339.0,8637.0,Bất động sản,Real Estate,2010.0,202.0,309.0,0.004,https://www.ldginvestment.vn,3.6,0.002,-0.07,-0.485,256.2,257.0,CT,LDG,,,,
HOSE,Long Giang Land,336.0,8633.0,Bất động sản,Real Estate,2001.0,46.0,1394.0,0.017,http://www.longgiangland.com.vn,3.6,0.004,-0.051,-0.398,51.5,51.5,CT,LGL,,,,
HOSE,KCN Long Hậu,336.0,8633.0,Bất động sản,Real Estate,2006.0,135.0,0.0,0.137,http://www.longhau.com.vn,4.3,0.001,-0.04,-0.284,50.0,50.0,CT,LHG,,,,
UPCOM,Quoc te Holding,336.0,8633.0,Bất động sản,Real Estate,2012.0,7.0,0.0,0.0,https://quocteholding.vn/vi/home,3.7,0.014,-0.42,-0.348,25.6,25.6,CT,LMH,,,,
UPCOM,MACHINCO1,336.0,8633.0,Bất động sản,Real Estate,2005.0,,0.0,0.0,http://www.machinco1.com.vn,3.2,-0.017,-0.042,-0.092,5.3,5.3,CT,MA1,,,,
HOSE,577 CORP,336.0,8633.0,Bất động sản,Real Estate,2005.0,141.0,9658.0,0.014,http://nbb.com.vn,3.3,0.01,-0.015,-0.286,100.2,100.5,CT,NBB,,,,
HNX,PT Nhà Đà Nẵng,336.0,8633.0,Bất động sản,Real Estate,1992.0,19.0,202.0,0.02,http://www.ndn.com.vn,3.9,-0.017,-0.029,-0.26,71.7,71.7,CT,NDN,,,,
HNX,Tập đoàn Danh Khôi,336.0,8633.0,Bất động sản,Real Estate,2014.0,791.0,3744.0,0.052,http://www.netland.com.vn,3.6,-0.017,-0.042,-0.55,92.6,92.6,CT,NRC,,,,
HOSE,Vinhomes,336.0,8633.0,Bất động sản,Real Estate,2008.0,7701.0,43710.0,0.243,https://vinhomes.vn/vi,4.2,0.034,0.217,-0.015,4354.4,4354.4,CT,VHM,,,,
HOSE,BĐS Nam Long,336.0,8633.0,Bất động sản,Real Estate,2005.0,1661.0,30248.0,0.446,http://www.namlongvn.com,3.6,0.059,-0.02,-0.228,384.1,384.1,CT,NLG,,,,
HOSE,Đầu tư Địa ốc No Va (Novaland),336.0,8633.0,Bất động sản,Real Estate,1992.0,2248.0,11113.0,0.061,http://www.novaland.com.vn,3.5,0.05,0.139,-0.556,1950.1,1950.1,CT,NVL,,,,
UPCOM,Công trình giao thông 584,336.0,8633.0,Bất động sản,Real Estate,1999.0,165.0,0.0,0.002,http://www.congty584.com.vn,3.7,-0.017,-0.042,-0.476,39.8,39.8,CT,NTB,,,,
UPCOM,KCN Nam Tân Uyên,336.0,8633.0,Bất động sản,Real Estate,2005.0,146.0,202.0,0.035,http://www.namtanuyen.com.vn,4.1,0.002,-0.084,-0.151,24.0,24.0,CT,NTC,,,,
HOSE,Đô thị Từ Liêm,336.0,8633.0,Bất động sản,Real Estate,2004.0,103.0,8476.0,0.082,http://www.lideco.vn,3.9,0.018,0.031,-0.204,61.0,61.0,CT,NTL,,,,
HOSE,Ninh Vân Bay,336.0,8633.0,Bất động sản,Real Estate,2006.0,445.0,1147.0,0.001,http://www.ninhvanbay.vn,3.4,-0.014,-0.009,-0.477,90.5,90.5,CT,NVT,,,,
HOSE,BĐS Phát Đạt,336.0,8633.0,Bất động sản,Real Estate,2004.0,420.0,1373.0,0.03,https://www.phatdat.com.vn,3.7,-0.005,0.183,-0.526,671.6,671.6,CT,PDR,,,,
UPCOM,PIV JSC,339.0,8637.0,Bất động sản,Real Estate,2008.0,16.0,490.0,0.017,http://www.piv.vn,3.4,0.066,0.139,-0.194,17.3,17.3,CT,PIV,,,,
UPCOM,Đầu tư và Dịch vụ hạ tầng Xăng dầu (PLAND),336.0,8633.0,Bất động sản,Real Estate,2005.0,47.0,0.0,0.0,http://www.pland.petrolimex.com.vn,3.4,0.261,0.027,-0.263,10.0,10.0,CT,PLA,,,,
UPCOM,BĐS Thái Bình Dương,336.0,8633.0,Bất động sản,Real Estate,2004.0,29.0,2255.0,0.002,http://www.ppigroup.com.vn,3.7,-0.017,-0.209,-0.536,48.3,48.3,CT,PPI,,,,
