,ticker,group_code,company_name,company_short_name
1488,VLC,UpcomIndex,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Chăn nuôi Việt Nam
1489,VIM,UpcomIndex,Công ty Cổ phần Khoáng sản Viglacera,Khoáng sản Viglacera
1490,TVM,UpcomIndex,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,Tư vấn đầu tư Mỏ
1491,TMG,UpcomIndex,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Kim loại màu Thái Nguyên - Vimico
1492,VIN,UpcomIndex,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Kho vận ngoại thương VN
1493,DTK,HNXIndex,Tổng Công ty Điện lực TKV - Công ty Cổ phần,Vinacomin Power
1494,VIF,HNXIndex,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Lâm nghiệp Việt Nam
1495,VHE,HNXIndex,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược liệu và Thực phẩm VN
1496,VHD,UpcomIndex,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,PT Nhà và Đô thị Vinaconex
1497,VVN,UpcomIndex,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,XD Công nghiệp Việt Nam
1498,KIP,UpcomIndex,Công ty Cổ phần K.I.P Việt Nam,K.I.P Việt Nam
1499,VGT,UpcomIndex,Tập đoàn Dệt May Việt Nam,VINATEX
1500,VMT,UpcomIndex,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Giao nhận Vận tải Miền Trung
1501,VGL,UpcomIndex,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Mạ kẽm công nghiệp Vingal-Vnsteel
1502,VIP,VNINDEX,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Vận tải Xăng dầu VIPCO
1503,GVT,UpcomIndex,Công ty Cổ phần Giấy Việt Trì,Giấy Việt Trì
1504,VPS,VNINDEX,Công ty Cổ phần Thuốc sát trùng Việt Nam,Thuốc sát trùng Việt Nam
1505,VGR,UpcomIndex,Công ty Cổ phần Cảng xanh VIP,Cảng xanh VIP
1506,VLP,UpcomIndex,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Công trình Công cộng Vĩnh Long
1507,VIR,UpcomIndex,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Du lịch Vũng Tàu
1508,VSN,UpcomIndex,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,VN Kỹ Nghệ Súc Sản (VISSAN)
1509,VIT,HNXIndex,Công ty Cổ phần Viglacera Tiên Sơn,Viglacera Tiên Sơn
1510,VWS,UpcomIndex,Công ty Cổ phần Nước và Môi trường Việt Nam,Nước và Môi trường VN
1511,VIW,UpcomIndex,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Đầu tư nước và môi trường VN - Viwaseen
1512,VIX,VNINDEX,Công ty Cổ phần Chứng khoán VIX,Chứng khoán VIX
1513,VKC,HNXIndex,Công ty Cổ phần VKC Holdings,VKC Holdings
1514,VKP,UpcomIndex,Công ty Cổ phần Nhựa Tân Hóa,Nhựa Tân Hóa
1515,VLA,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,PT Công nghệ Văn Lang
1516,VLF,UpcomIndex,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,Lương thực Vĩnh Long
1517,VMC,HNXIndex,Công ty Cổ phần VIMECO,VIMECO
1518,VMD,VNINDEX,Công ty Cổ phần Y Dược phẩm Vimedimex,Y Dược phẩm Vimedimex
1519,VMS,HNXIndex,Công ty Cổ phần Phát triển Hàng Hải,Phát triển Hàng Hải
1520,VMG,UpcomIndex,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,Vimexco Gas
1521,ABC,UpcomIndex,Công ty Cổ phần Truyền thông VMG,Truyền thông VMG
1522,MGC,UpcomIndex,Công ty Cổ phần Địa chất mỏ - TKV,Địa chất mỏ - TKV
1523,VMA,UpcomIndex,Công ty Cổ phần Công nghiệp Ô tô Vinacomin,CN ô tô Vinacomin
1524,MTS,UpcomIndex,Công ty Cổ phần Vật tư - TKV,Vật tư - TKV
1525,VNA,UpcomIndex,Công ty Cổ phần Vận tải biển Vinaship,Vận tải biển Vinaship
1526,AIC,UpcomIndex,Tổng Công ty Cổ phần Bảo hiểm Hàng không,Bảo hiểm Hàng không
1527,HVN,VNINDEX,Tổng Công ty Hàng không Việt Nam - CTCP,Vietnam Airlines
1528,VNC,HNXIndex,Công ty Cổ phần Tập đoàn Vinacontrol,VINACONTROL
1529,VGV,UpcomIndex,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Tư vấn Xây dựng Việt Nam
1530,CGV,UpcomIndex,Công ty Cổ phần Vinaceglass,Vinaceglass JSC
1531,TMB,HNXIndex,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Than Miền Bắc - Vinacomin
1532,VND,VNINDEX,Công ty Cổ phần Chứng khoán VNDIRECT,Chứng khoán VNDIRECT
1533,VNE,VNINDEX,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Xây dựng điện Việt Nam
1534,E12,UpcomIndex,Công ty Cổ phần Xây Dựng Điện VNECO 12,XD Điện VNECO 12
1535,VNF,HNXIndex,Công ty Cổ phần Vinafreight,VINAFREIGHT
1536,BMV,UpcomIndex,Công ty Cổ phần Bột mỳ Vinafood 1,Bột mỳ Vinafood 1
1537,VSF,UpcomIndex,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Vinafood 2
1538,VNG,VNINDEX,Công ty Cổ phần Du Lịch Thành Thành Công,DL Thành Thành Công
1539,VNZ,UpcomIndex,Công ty Cổ phần VNG,CTCP VNG
1540,VNH,UpcomIndex,Công ty Cổ phần Đầu tư Việt Việt Nhật,Đầu tư Việt Việt Nhật
1541,VNI,UpcomIndex,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,ĐT BĐS Việt Nam
1542,VNL,VNINDEX,Công ty Cổ phần Logistics Vinalink,Logistics Vinalink
1543,MVN,UpcomIndex,Tổng Công ty Hàng hải Việt Nam - CTCP,TCT Hàng hải Việt Nam
1544,VLG,UpcomIndex,Công ty Cổ phần VIMC Logistics,VIMC Logistics
1545,VNM,VNINDEX,Công ty Cổ phần Sữa Việt Nam,VINAMILK
1546,VPD,VNINDEX,Công ty Cổ phần Phát triển Điện lực Việt Nam,Phát triển Điện lực Việt Nam
1547,DVN,UpcomIndex,Tổng Công ty Dược Việt Nam - CTCP,Tổng Công ty Dược Việt Nam
1548,VNP,UpcomIndex,Công ty Cổ phần Nhựa Việt Nam,Nhựa Việt Nam
1549,VNR,HNXIndex,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Tái bảo hiểm Quốc gia
1550,GVR,VNINDEX,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Tập đoàn CN Cao su VN
1551,VNS,VNINDEX,Công ty Cổ phần Ánh Dương Việt Nam,Ánh Dương Việt Nam
1552,TVN,UpcomIndex,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Thép Việt Nam
1553,VNT,HNXIndex,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Vận tải ngoại thương
1554,VXT,UpcomIndex,Công ty Cổ phần Kho vận và dịch vụ thương mại,Kho vận và DV Thương mại
1555,VNY,UpcomIndex,Công ty Cổ phần Thuốc thú y Trung ương I,Thuốc thú y Trung ương I
1556,VNX,UpcomIndex,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,QC và Hội chợ Thương mại
1557,VOC,UpcomIndex,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Dầu thực vật Việt Nam
1558,VOS,VNINDEX,Công ty Cổ phần Vận tải Biển Việt Nam,Vận tải Biển Việt Nam
1559,VSA,HNXIndex,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Đại lý Hàng hải VN
1560,VPB,VNINDEX,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,VPBank
1561,VPC,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,V- Power
1562,VPG,VNINDEX,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Đầu tư TMại XNK Việt Phát
1563,VPH,VNINDEX,Công ty Cổ phần Vạn Phát Hưng,Vạn Phát Hưng
1564,VPR,UpcomIndex,Công ty Cổ phần VINAPRINT,VINAPRINT
1565,VPA,UpcomIndex,Công ty Cổ phần Vận tải Hóa dầu VP,Vận tải Hóa dầu VP
1566,VPI,VNINDEX,Công ty Cổ phần Đầu tư Văn Phú - Invest,Đầu tư Văn Phú - Invest
1567,VPW,UpcomIndex,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Cấp thoát nước số 1 Vĩnh Phúc
1568,NVP,UpcomIndex,Công ty Cổ phần Nước sạch Vĩnh Phúc,Nước sạch Vĩnh Phúc
1569,VQC,UpcomIndex,Công ty Cổ phần Giám định Vinaconmin,Giám định Vinaconmin
1570,VRC,VNINDEX,Công ty Cổ phần Bất động sản và Đầu tư VRC,Bất động sản và Đầu tư VRC
1571,VRG,UpcomIndex,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,PT Đô thị và KCN Cao su VN
1572,VRE,VNINDEX,Công ty Cổ phần Vincom Retail,Vincom Retail
1573,VSC,VNINDEX,Công ty Cổ phần Container Việt Nam,VICONSHIP
1574,VSE,UpcomIndex,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,DV Đường cao tốc Việt Nam
1575,VSG,UpcomIndex,Công ty Cổ phần Container Phía Nam,Container Phía Nam
1576,VSH,VNINDEX,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Thủy điện Vĩnh Sơn - Sông Hinh
1577,VSI,VNINDEX,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Đầu tư và Xây dựng Cấp thoát nước
1578,VST,UpcomIndex,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Vận tải và Thuê Tàu biển Việt Nam
1579,VTA,UpcomIndex,Công ty Cổ phần VITALY,Gạch men VITALY
1580,VTB,VNINDEX,Công ty Cổ phần Viettronics Tân Bình,Viettronics Tân Bình
1581,VTC,HNXIndex,Công ty Cổ phần Viễn Thông VTC,Viễn thông VTC
1582,VTE,UpcomIndex,Công ty Cổ phần VINACAP Kim Long,VINACAP Kim Long
1583,VGG,UpcomIndex,Tổng Công Ty Cổ phần May Việt Tiến,May Việt Tiến
1584,VGI,UpcomIndex,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Đầu tư Quốc tế Viettel
1585,VTH,HNXIndex,Công ty Cổ phần Dây cáp điện Việt Thái,Dây cáp điện Việt Thái
1586,VTI,UpcomIndex,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Sản xuất - XNK Dệt may
1587,VTJ,HNXIndex,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,TM và Đầu tư VINATABA
1588,VTK,UpcomIndex,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Tư vấn thiết kế Viettel
1589,VTL,HNXIndex,Công ty Cổ phần Vang Thăng Long,Vang Thăng Long
1590,VTM,UpcomIndex,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Đưa đón thợ mỏ - Vinacomin
1591,VTO,VNINDEX,Công ty Cổ phần Vận tải Xăng dầu VITACO,VITACO
1592,VTP,UpcomIndex,Tổng Công ty Cổ phần Bưu chính Viettel,Bưu chính Viettel
1593,VTQ,UpcomIndex,Công ty Cổ phần Việt Trung Quảng Bình,Việt Trung Quảng Bình
1594,VTS,UpcomIndex,Công ty Cổ phần Gạch Ngói Từ Sơn,Gạch Ngói Từ Sơn
1595,VBB,UpcomIndex,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,VietBank
1596,DLT,UpcomIndex,Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Du lịch và TM - Vinacomin
1597,VTV,HNXIndex,Công ty Cổ phần Năng lượng và Môi trường VICEM,Năng lượng và Môi trường VICEM
1598,CAB,UpcomIndex,Công ty Cổ phần Tổng Công ty Truyền hình Cáp Việt Nam,Truyền hình Cáp Việt Nam
1599,VTX,UpcomIndex,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Vận tải Đa phương thức
1600,CLH,HNXIndex,Công ty Cổ phần Xi măng La Hiên VVMI,Xi măng La Hiên
1601,VLW,UpcomIndex,Công ty Cổ phần Cấp nước Vĩnh Long,Cấp nước Vĩnh Long
1602,VW3,UpcomIndex,Công ty Cổ phần VIWASEEN3,VIWASEEN.3
1603,VCW,UpcomIndex,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Đầu tư Nước sạch Sông Đà
1604,VXB,UpcomIndex,Công ty Cổ phần Vật liệu xây dựng Bến Tre,VLXD Bến Tre
1605,VXP,UpcomIndex,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,Thuốc Thú y Trung ương VETVACO
1606,WCS,HNXIndex,Công ty Cổ phần Bến xe Miền Tây,Bến xe Miền Tây
1607,WSB,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Bia Sài Gòn - Miền Tây
1608,WSS,HNXIndex,Công ty Cổ phần Chứng khoán Phố Wall,Chứng khoán Phố Wall
1609,WTC,UpcomIndex,Công ty Cổ phần Vận tải thủy - Vinacomin,Vận tải thủy Vinacomin
1610,X20,HNXIndex,Công ty Cổ phần X20,May mặc X20
1611,X26,UpcomIndex,Công ty Cổ phần 26,Công ty 26
1612,X77,UpcomIndex,Công ty Cổ phần Thành An 77,Thành An 77
1613,EPH,UpcomIndex,Công ty Cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội,Xuất bản giáo dục Hà Nội
1614,DFC,UpcomIndex,Công ty Cổ phần Xích líp Đông Anh,Xích líp Đông Anh
1615,XMC,UpcomIndex,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Bê tông Xuân Mai
1616,XMD,UpcomIndex,Công ty Cổ phần Xuân Mai - Đạo Tú,Xuân Mai - Đạo Tú
1617,CQT,UpcomIndex,Công ty Cổ phần Xi măng Quán Triều VVMI,Xi măng Quán Triều VVMI
1618,XPH,UpcomIndex,Công ty Cổ phần Xà phòng Hà Nội,Xà phòng Hà Nội
1619,XHC,UpcomIndex,Công ty Cổ phần Xuân Hòa Việt Nam,Nội thất Xuân Hòa
1620,XMP,UpcomIndex,Công ty Cổ phần Thủy điện Xuân Minh,Thủy điện Xuân Minh
1621,YBC,UpcomIndex,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,Xi măng và Khoáng sản Yên Bái
1622,YBM,VNINDEX,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,Khoáng sản CN Yên Bái
1623,YEG,VNINDEX,Công ty Cổ phần Tập đoàn Yeah1,Tập đoàn Yeah1
1624,YTC,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,XNK Y tế TP.HCM
