,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
774,HNX,Cơ khí và Lương thực Thực phẩm,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2004,344.0,0.0,0.028,http://mecofood.com.vn/,3.9,-0.004,-0.029,0.061,10.8,10.8,CT,MCF,,,,
775,HOSE,Năng lượng và Bất động sản MCG,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,43.0,4853.0,0.002,http://www.mecojsc.vn,3.6,-0.082,-0.112,-0.525,52.1,57.5,CT,MCG,,,,
776,UPCOM,Giống bò sữa Mộc Châu,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2015,802.0,2005.0,0.016,https://www.mcmilk.com.vn/,4.0,-0.009,-0.034,0.005,110.0,110.0,CT,MCM,,,,
777,HNX,BDC Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,30.0,864.0,0.019,http://www.mcovietnam.com.vn,3.7,0.126,0.024,-0.293,4.1,4.1,CT,MCO,,,,
778,HOSE,In và Bao bì Mỹ Châu,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1998,315.0,991.0,0.002,http://www.mychau.com.vn,3.6,-0.081,0.085,-0.085,15.1,15.1,CT,MCP,,,,
779,UPCOM,Môi trường Đô thị Đông Anh,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017,193.0,166.0,0.0,http://www.moitruongdonganh.vn,3.7,-0.017,-0.042,0.286,1.2,1.2,CT,MDA,,,,
780,HNX,Than Mông Dương,160.0,1771,Tài nguyên Cơ bản,Basic Resources,2008,3325.0,2020.0,0.182,http://mongduongcoal.vn,4.1,-0.017,-0.035,0.256,21.4,21.4,CT,MDC,,,,
781,UPCOM,Gỗ MDF VRG - Quảng Trị,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2011,410.0,215.0,0.0,http://www.mdfquangtri.vn,3.3,0.047,-0.125,-0.26,55.1,55.1,CT,MDF,,,,
782,HOSE,Xây dựng Miền Đông,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1986,76.0,0.0,0.0,http://miendong.com.vn/,4.0,-0.013,-0.015,0.067,10.3,10.9,CT,MDG,,,,
783,UPCOM,Lắp máy Sông Đà,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,336.0,0.0,0.004,http://www.someco.com.vn,3.4,-0.017,-0.042,0.323,8.4,8.4,CT,MEC,,,,
784,HNX,Dược Mediplantex,238.0,4577,Y tế,Health Care,2004,531.0,0.0,0.0,http://www.mediplantex.com,3.5,-0.017,0.005,0.116,12.4,12.4,CT,MED,,,,
785,UPCOM,MEINFA,236.0,4537,Y tế,Health Care,1975,622.0,0.0,0.063,http://www.meinfavn.com,4.0,-0.017,-0.042,0.286,4.1,3.9,CT,MEF,,,,
786,HNX,Thép Mê Lin,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2003,70.0,108.0,0.0,http://melinsteel.vn/,3.3,-0.077,-0.167,-0.302,15.0,15.0,CT,MEL,,,,
787,UPCOM,Cao su y tế MERUFA,235.0,4535,Y tế,Health Care,2003,190.0,156.0,0.007,http://www.merufa.com.vn,3.6,-0.166,-0.191,-0.073,3.7,3.7,CT,MRF,,,,
788,UPCOM,Cơ điện Công trình,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,61.0,101.0,0.0,http://www.mesc.com.vn,3.7,-0.017,-0.042,0.286,18.6,18.6,CT,MES,,,,
789,UPCOM,Mobifone Service,269.0,6575,Viễn thông,Telecommunications,2008,2010.0,1698.0,0.076,http://www.mobifoneservice.com.vn,3.8,0.049,0.032,0.212,7.1,7.1,CT,MFS,,,,
790,HOSE,CTCP MHC,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1998,34.0,9504.0,0.022,https://mhc.vn,3.9,-0.022,-0.045,-0.385,41.4,41.4,CT,MHC,,,,
791,UPCOM,Thủy sản Minh Hải,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1998,230.0,256.0,0.006,http://www.jostoco.com,3.7,0.066,-0.042,-0.353,15.0,15.3,CT,JOS,,,,
792,HNX,Minh Hữu Liên,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2007,244.0,155.0,0.004,http://www.minghuulien.com,3.9,0.258,0.066,-0.107,5.3,5.4,CT,MHL,,,,
793,UPCOM,Khoáng sản Quảng Nam,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2005,149.0,0.0,0.006,http://www.minco.com.vn,3.8,0.145,0.222,0.398,5.5,5.5,CT,MIC,,,,
794,UPCOM,Máy và Thiết bị Công nghiệp,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,1066.0,383.0,0.0,http://www.mie.com.vn,3.3,-0.017,-0.042,0.44,142.0,142.0,CT,MIE,,,,
795,HNX,Khoáng sản và Cơ khí,166.0,1775,Tài nguyên Cơ bản,Basic Resources,1993,120.0,0.0,0.004,http://www.mimeco.vn,3.6,-0.017,-0.042,-0.367,3.4,3.4,CT,MIM,,,,
796,HOSE,Bảo hiểm Quân đội,292.0,8536,Bảo hiểm,Insurance,2012,1957.0,0.0,0.144,https://www.mic.vn,3.6,0.036,0.113,-0.026,164.5,164.5,BH,MIG,,,,
797,UPCOM,Khoáng sản và TM Hà Tĩnh,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2015,950.0,450.0,0.0,http://www.mitraco.com.vn,3.4,0.004,-0.063,-0.342,110.1,110.1,CT,MTA,,,,
798,UPCOM,Chăn nuôi Mitraco,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2009,113.0,878.0,0.017,http://www.mitraco.com.vn,3.9,-0.025,-0.019,-0.274,4.0,4.0,CT,MLS,,,,
799,UPCOM,Dược phẩm Mekophar,238.0,4577,Y tế,Health Care,2002,717.0,1250.0,0.156,http://www.mekophar.com,3.7,0.02,-0.042,-0.108,25.3,25.5,CT,MKP,,,,
800,HNX,Dược Thú Y Cai Lậy,238.0,4577,Y tế,Health Care,2003,107.0,103.0,0.03,http://www.mekovet.com.vn,4.0,-0.017,-0.042,0.171,5.0,5.0,CT,MKV,,,,
801,UPCOM,Môi trường Đô thị Tỉnh Lào Cai,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,604.0,513.0,0.0,https://moitruongdothilaocai.com.vn/,4.1,-0.017,0.036,2.041,4.2,4.2,CT,MLC,,,,
802,UPCOM,Masan MEATLife,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2011,4469.0,739.0,0.024,http://www.masanmeatlife.com.vn,3.6,0.067,0.048,-0.232,327.1,327.1,CT,MML,,,,
803,UPCOM,Thủy sản Minh Phú,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1992,13492.0,0.0,0.385,http://www.minhphu.com,3.7,-0.011,-0.06,0.098,399.9,399.9,CT,MPC,,,,
804,UPCOM,Tập đoàn MPT,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,6.0,2255.0,0.006,http://mptgroup.com.vn,3.9,-0.16,-0.292,-0.5,17.1,17.1,CT,MPT,,,,
805,UPCOM,Môi trường đô thị Phú Yên,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,298.0,226.0,0.0,http://www.mtdtphuyen.vn,3.9,-0.017,-0.042,0.227,6.1,6.1,CT,MPY,,,,
806,UPCOM,Môi trường và PT đô thị Quảng Bình,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,214.0,207.0,0.0,http://www.urencoquangbinh.com.vn,3.8,-0.017,-0.042,0.286,3.7,3.7,CT,MQB,,,,
807,HOSE,MSB Bank,289.0,8355,Ngân hàng,Banks,1991,5190.0,36939.0,0.3,https://msb.com.vn/,4.0,0.02,0.008,-0.069,2000.0,2000.0,NH,MSB,,,,
808,UPCOM,Hàng Tiêu Dùng MaSan,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2000,4418.0,833.0,0.02,http://www.masanconsumer.com,4.4,-0.014,-0.127,-0.138,716.5,727.5,CT,MCH,,,,
809,HOSE,Tập đoàn Masan,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2004,34560.0,4726.0,0.304,https://www.masangroup.com,3.2,-0.02,-0.069,-0.061,1423.7,1423.7,CT,MSN,,,,
810,UPCOM,Masan High-Tech Materials,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2010,2059.0,5435.0,0.101,http://www.masangroup.com/masanresources,3.2,0.003,-0.098,-0.396,1099.2,1099.2,CT,MSR,,,,
811,HNX,Đầu tư MST,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,21.0,4201.0,0.002,http://www.mmst.vn,3.8,0.009,-0.067,-0.48,68.1,68.1,CT,MST,,,,
812,UPCOM,Dịch Vụ Du Lịch Mỹ Trà,261.0,5757,Du lịch và Giải trí,Travel & Leisure,2008,71.0,0.0,0.0,http://www.dulichmytra.com.vn,3.3,-0.017,-0.042,0.144,1.8,5.2,CT,MTC,,,,
813,UPCOM,MTGAS,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007,36.0,1042.0,0.018,http://www.mtgas.com.vn,3.9,-0.068,-0.238,0.09,6.3,6.3,CT,MTG,,,,
814,UPCOM,Môi trường Đô thị Hà Đông,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1986,450.0,433.0,0.138,http://www.moitruongdothi.com.vn,3.7,-0.143,0.104,0.048,4.8,4.8,CT,MTH,,,,
815,UPCOM,Môi trường Đô thị Từ Liêm,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015,50.0,283.0,0.001,http://www.moitruongdothituliem.com.vn,3.3,0.034,-0.297,-0.254,6.0,6.0,CT,MTL,,,,
816,UPCOM,Công trình Đô thị Nghệ An,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,446.0,465.0,0.0,http://www.moitruongdothinghean.com,3.4,0.292,-0.094,0.019,3.7,3.7,CT,NAU,,,,
817,UPCOM,Dược Medipharco,238.0,4577,Y tế,Health Care,2006,206.0,0.0,0.001,http://www.medipharco.com.vn,3.2,-0.235,-0.266,-0.05,7.5,7.5,CT,MTP,,,,
818,HOSE,Thế giới di động,253.0,5379,Bán lẻ,Retail,2004,40756.0,20628.0,0.49,http://www.mwg.vn,3.8,-0.001,-0.091,-0.177,1463.4,1463.9,CT,MWG,,,,
819,UPCOM,Ngân hàng Nam Á,289.0,8355,Ngân hàng,Banks,1992,1000.0,0.0,0.0,http://www.namabank.com.vn,4.1,-0.007,0.01,-0.089,846.4,846.4,NH,NAB,,,,
820,UPCOM,Dược phẩm 2/9,238.0,4577,Y tế,Health Care,2001,207.0,387.0,0.0,http://www.nadyphar.com.vn,3.7,0.005,-0.02,0.322,11.1,11.1,CT,NDP,,,,
821,HOSE,Nafoods Group,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2010,636.0,4963.0,0.258,http://www.nafoodsgroup.com.vn,3.8,-0.002,-0.057,-0.284,50.6,50.6,CT,NAF,,,,
822,HNX,Tập đoàn Nagakawa,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,294.0,1067.0,0.014,https://nagakawa.com.vn,3.3,-0.029,-0.099,0.709,31.6,31.6,CT,NAG,,,,
823,UPCOM,May Nam Định,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,,260.0,0.0,http://www.nagaco.com,3.3,0.161,-0.054,0.191,3.0,3.0,CT,NJC,,,,
824,UPCOM,Tư vấn xây dựng Tổng hợp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,412.0,226.0,0.0,http://www.nagecco.com,3.8,-0.017,0.315,0.643,2.8,2.8,CT,NAC,,,,
825,UPCOM,XNK lương thực Hà Nội,248.0,5337,Bán lẻ,Retail,2005,187.0,260.0,0.0,http://www.vihafood.com,3.6,-0.017,-0.042,0.44,3.0,3.0,CT,FHN,,,,
826,HNX,Cảng Nghệ Tĩnh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,420.0,560.0,0.0,http://nghetinhport.com.vn,3.9,-0.104,-0.149,-0.026,21.5,21.5,CT,NAP,,,,
827,UPCOM,Dược Nghệ An,238.0,4577,Y tế,Health Care,2013,722.0,156.0,0.0,http://www.dnapharma.com.vn,3.2,-0.017,-0.042,0.409,6.0,6.0,CT,NTF,,,,
828,HNX,Ngân hàng Bắc Á,289.0,8355,Ngân hàng,Banks,2011,2042.0,1678.0,0.0,http://www.baca-bank.vn,3.7,-0.052,-0.064,-0.042,833.4,813.4,NH,BAB,,,,
829,UPCOM,DV Hàng không SB Nội Bài,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,746.0,697.0,0.008,http://nasco.com.vn,3.1,-0.017,-0.073,0.221,8.3,8.3,CT,NAS,,,,
830,HOSE,Tấm lợp và gỗ Nam Việt,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,24.0,0.0,0.011,http://www.navifico.vn,4.0,-0.011,-0.068,0.066,8.0,8.0,CT,NAV,,,,
831,UPCOM,Thuốc thú y trung ương Navetco,151.0,1357,Hóa chất,Chemicals,2005,312.0,507.0,0.001,http://www.navetco.com.vn,3.5,-0.173,-0.178,-0.109,16.0,16.0,CT,VET,,,,
832,UPCOM,Cấp nước Nghệ An,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006,481.0,685.0,0.0,http://www.nawasco.com.vn,3.3,-0.017,-0.042,0.355,37.4,37.4,CT,NAW,,,,
833,HOSE,577 CORP,336.0,8633,Bất động sản,Real Estate,2005,141.0,9658.0,0.014,http://nbb.com.vn,3.3,0.01,-0.015,-0.286,100.2,100.5,CT,NBB,,,,
834,HNX,Than Núi Béo,160.0,1771,Tài nguyên Cơ bản,Basic Resources,1996,3053.0,4862.0,0.04,http://www.nuibeo.com.vn,3.5,-0.069,-0.061,-0.147,37.0,37.0,CT,NBC,,,,
835,UPCOM,Sách và Thiết bị GD Miền Bắc,256.0,5557,Truyền thông,Media,2010,78.0,322.0,0.015,http://www.stbmienbac.vn,3.9,0.109,0.062,0.199,5.0,5.0,CT,NBE,,,,
836,HNX,Nhiệt điện Ninh Bình,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2009,409.0,1421.0,0.012,http://www.nbtpc.com.vn,4.0,-0.017,-0.042,0.085,12.9,12.9,CT,NBP,,,,
837,HNX,Cấp nước Nhà Bè,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2005,387.0,325.0,0.044,http://www.capnuocnhabe.vn,3.8,-0.089,0.54,0.64,10.9,10.9,CT,NBW,,,,
838,UPCOM,Suất ăn Hàng không Nội Bài,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2004,570.0,618.0,0.017,http://www.noibaicatering.com.vn,3.0,0.064,-0.067,0.116,17.9,17.9,CT,NCS,,,,
839,HOSE,DV Hàng hóa Nội Bài,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,764.0,2237.0,0.129,http://www.noibaicargo.com.vn,3.9,-0.014,-0.033,0.465,26.2,26.2,CT,NCT,,,,
840,UPCOM,Đầu tư và PT điện Miền Bắc 2,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2004,87.0,0.0,0.352,http://www.nedi2.com.vn,3.9,-0.13,-0.165,0.344,50.0,50.0,CT,ND2,,,,
841,UPCOM,Dược phẩm Nam Dược,238.0,4577,Y tế,Health Care,2004,513.0,0.0,0.001,http://www.namduoc.vn,3.5,-0.184,-0.213,0.421,6.0,6.0,CT,NDC,,,,
842,UPCOM,Môi trường Nam Định,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,407.0,283.0,0.0,http://www.moitruongnamdinh.com.vn,3.6,-0.017,-0.042,0.286,2.2,2.2,CT,MND,,,,
843,UPCOM,Nông sản XK Nam Định,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2000,40.0,126.0,0.019,http://www.namdinhfoods.com,4.0,-0.017,-0.042,-0.323,7.9,7.9,CT,NDF,,,,
844,UPCOM,Nhiệt điện Hải Phòng,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2015,872.0,1906.0,0.0,http://www.ndhp.com.vn,3.8,-0.024,-0.057,0.032,500.0,500.0,CT,HND,,,,
845,HNX,PT Nhà Đà Nẵng,336.0,8633,Bất động sản,Real Estate,1992,19.0,202.0,0.02,http://www.ndn.com.vn,3.9,-0.017,-0.029,-0.26,71.7,71.7,CT,NDN,,,,
846,UPCOM,Cấp nước Nam Định,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2007,597.0,524.0,0.0,http://www.capnuocnamdinh.vn,4.2,-0.017,-0.442,0.036,34.2,34.3,CT,NDW,,,,
847,HNX,Phát triển Nhà Đà Nẵng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,87.0,107.0,0.065,http://www.ndx.com.vn,4.1,0.028,0.034,0.035,9.6,10.0,CT,NDX,,,,
848,UPCOM,Phát triển Điện Tây Bắc,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,49.0,8666.0,0.001,https://ned.vn,3.7,0.001,-0.06,-0.21,40.5,40.5,CT,NED,,,,
849,HNX,Bột giặt Net,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1972,543.0,168.0,0.01,http://www.netcovn.com.vn,3.9,0.078,0.077,0.161,22.4,22.4,CT,NET,,,,
850,HNX,Tập đoàn Danh Khôi,336.0,8633,Bất động sản,Real Estate,2014,791.0,3744.0,0.052,http://www.netland.com.vn,3.6,-0.017,-0.042,-0.55,92.6,92.6,CT,NRC,,,,
851,HNX,Phân lân Ninh Bình,151.0,1357,Hóa chất,Chemicals,1977,253.0,265.0,0.0,http://www.niferco.com.vn,4.0,-0.017,-0.065,0.152,15.7,15.7,CT,NFC,,,,
852,UPCOM,Thủy sản Ngô Quyền,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2005,108.0,0.0,0.127,http://www.ngoprexco.com.vn,3.7,-0.165,-0.191,0.027,2.3,2.3,CT,NGC,,,,
853,HOSE,PT Nhà và Đô thị Nam HN,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,29.0,0.0,0.003,http://www.namhanoi.com.vn,3.1,0.01,0.029,-0.53,42.2,42.2,CT,NHA,,,,
854,UPCOM,May Nhà Bè,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,13417.0,0.0,0.004,http://www.nhabe.com.vn,3.7,-0.017,-0.042,0.264,19.1,18.2,CT,MNB,,,,
855,UPCOM,Xây lắp Môi trường,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2014,40.0,112.0,0.0,http://www.moitruongnhanco.vn,3.5,-0.017,-0.042,0.286,5.0,5.0,CT,VCE,,,,
856,HNX,Gạch ngói Nhị Hiệp,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2000,21.0,0.0,0.158,http://www.gachngoinhihiep.com,3.7,-0.017,-0.042,0.444,3.0,3.0,CT,NHC,,,,
857,HOSE,Nhựa Hà Nội,150.0,1353,Hóa chất,Chemicals,2008,1513.0,2799.0,0.005,http://www.hanoiplastics.com.vn,4.0,-0.01,-0.057,-0.133,72.9,72.9,CT,NHH,,,,
858,HOSE,Vinhomes,336.0,8633,Bất động sản,Real Estate,2008,7701.0,43710.0,0.243,https://vinhomes.vn/vi,4.2,0.034,0.217,-0.015,4354.4,4354.4,CT,VHM,,,,
859,UPCOM,Sản xuất XNK NHP,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,128.0,681.0,0.006,http://www.nhpvietnam.com,3.7,-0.017,-0.209,-0.522,27.6,27.6,CT,NHP,,,,
860,HOSE,Sản xuất và Thương mại Nam Hoa,225.0,3747,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,2057.0,413.0,0.042,http://www.namhoatoys.vn,3.9,-0.01,-0.06,-0.163,24.0,24.0,CT,NHT,,,,
861,UPCOM,Đầu tư NHV,158.0,1755,Tài nguyên Cơ bản,Basic Resources,2009,13.0,148.0,0.0,http://www.nhv.com.vn,3.8,-0.017,0.009,-0.481,5.5,5.5,CT,NHV,,,,
862,HOSE,Thép Nam Kim,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2002,1730.0,0.0,0.125,http://www.namkimgroup.vn,3.4,-0.048,0.042,-0.325,263.3,263.3,CT,NKG,,,,
863,HOSE,BĐS Nam Long,336.0,8633,Bất động sản,Real Estate,2005,1661.0,30248.0,0.446,http://www.namlongvn.com,3.6,0.059,-0.02,-0.228,384.1,384.1,CT,NLG,,,,
864,UPCOM,Cấp thoát nước Lạng Sơn,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2009,490.0,180.0,0.0,http://www.capthoatnuoclangson.com.vn,3.7,-0.017,0.358,0.686,5.0,5.0,CT,NLS,,,,
865,HOSE,Đá Núi Nhỏ,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,58.0,0.0,0.064,http://www.nuinho.vn,3.5,-0.006,-0.042,-0.003,21.9,21.9,CT,NNC,,,,
866,UPCOM,CN - DV - TM Ngọc Nghĩa,150.0,1353,Hóa chất,Chemicals,1993,825.0,400.0,0.978,http://nnc.vn,3.2,-0.017,-0.042,0.159,81.6,81.6,CT,NNG,,,,
867,UPCOM,Cấp nước Ninh Thuận,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1992,271.0,146.0,0.003,http://www.capnuocninhthuan.com,3.6,0.021,-0.125,0.176,9.5,9.5,CT,NNT,,,,
868,UPCOM,Vận tải Biển và Thương mại Phương Đông,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,,0.0,0.0,http://www.ostc.com.vn,3.5,-0.017,-0.142,-0.495,19.5,20.1,CT,NOS,,,,
869,HOSE,Đầu tư Địa ốc No Va (Novaland),336.0,8633,Bất động sản,Real Estate,1992,2248.0,11113.0,0.061,http://www.novaland.com.vn,3.5,0.05,0.139,-0.556,1950.1,1950.1,CT,NVL,,,,
870,HNX,Phân bón và Hóa chất Dầu khí Miền Bắc,151.0,1357,Hóa chất,Chemicals,2008,68.0,880.0,0.021,http://www.pmb.vn,4.4,-0.017,-0.072,-0.158,12.0,12.0,CT,PMB,,,,
871,UPCOM,Cấp nước Quảng Bình,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1992,224.0,201.0,0.0,http://capnuocquangbinh.vn,3.7,-0.017,-0.364,-0.036,17.2,17.2,CT,NQB,,,,
872,UPCOM,Nước sạch Quảng Trị,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2007,252.0,305.0,0.0,http://www.qtwaco.vn,4.2,-0.017,-0.042,0.286,18.2,18.2,CT,NQT,,,,
873,UPCOM,Nước sạch số 2 Hà Nội,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1996,516.0,468.0,0.0,http://www.hawater.com.vn,3.7,0.039,-0.068,0.069,56.8,56.8,CT,NS2,,,,
874,HOSE,Tập đoàn Giống cây trồng Việt Nam,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2004,737.0,1199.0,0.088,http://www.vinaseed.com.vn,4.1,0.037,-0.003,0.157,17.6,17.6,CT,NSC,,,,
875,HOSE,TMại ĐT Dầu khí Nam Sông Hậu,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2012,280.0,5222.0,0.0,http://www.nshpetro.vn,3.3,0.016,-0.193,-0.469,126.2,126.2,CT,PSH,,,,
876,HNX,Thuốc lá Ngân Sơn,229.0,3785,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,310.0,0.0,0.019,http://www.nganson.vn,3.6,0.037,-0.042,-0.097,11.2,11.2,CT,NST,,,,
877,HOSE,Điện lực Nhơn Trạch 2,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2007,176.0,4264.0,0.16,https://www.pvpnt2.vn,4.0,0.012,0.004,0.634,287.9,287.9,CT,NT2,,,,
878,UPCOM,Công trình giao thông 584,336.0,8633,Bất động sản,Real Estate,1999,165.0,0.0,0.002,http://www.congty584.com.vn,3.7,-0.017,-0.042,-0.476,39.8,39.8,CT,NTB,,,,
879,UPCOM,KCN Nam Tân Uyên,336.0,8633,Bất động sản,Real Estate,2005,146.0,202.0,0.035,http://www.namtanuyen.com.vn,4.1,0.002,-0.084,-0.151,24.0,24.0,CT,NTC,,,,
880,UPCOM,Dệt - May Nha Trang,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006,1692.0,287.0,0.0,http://www.detnhatrang.com.vn,3.3,0.269,0.243,0.068,23.5,23.5,CT,NTT,,,,
881,HOSE,Đô thị Từ Liêm,336.0,8633,Bất động sản,Real Estate,2004,103.0,8476.0,0.082,http://www.lideco.vn,3.9,0.018,0.031,-0.204,61.0,61.0,CT,NTL,,,,
882,HNX,Nhựa Tiền Phong,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1993,1358.0,2452.0,0.178,http://www.nhuatienphong.vn,3.8,-0.011,-0.067,-0.091,129.6,129.6,CT,NTP,,,,
883,UPCOM,Môi trường Đô thị Nha Trang,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,904.0,627.0,0.0,http://www.urenconhatrang.com.vn,3.7,-0.017,-0.042,0.028,6.0,6.0,CT,NUE,,,,
884,UPCOM,Cấp nước Nhơn Trạch,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2008,87.0,231.0,0.15,http://www.ntw.com.vn,3.5,-0.12,-0.066,0.173,10.0,10.0,CT,NTW,,,,
885,HNX,Ngân hàng Quốc Dân,289.0,8355,Ngân hàng,Banks,1995,2000.0,1440.0,0.088,http://www.ncb-bank.vn,3.0,-0.024,-0.168,-0.287,556.8,560.2,NH,NVB,,,,
886,HOSE,Ninh Vân Bay,336.0,8633,Bất động sản,Real Estate,2006,445.0,1147.0,0.001,http://www.ninhvanbay.vn,3.4,-0.014,-0.009,-0.477,90.5,90.5,CT,NVT,,,,
887,UPCOM,Vận tải Newway,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2015,338.0,184.0,0.0,http://www.newwayjsc.com.vn,3.4,-0.017,-0.042,3.286,8.5,8.5,CT,NWT,,,,
888,UPCOM,SX và Cung ứng VLXD Kon Tum,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2015,50.0,152.0,0.001,http://www.kovalixa.net,3.3,-0.008,-0.033,0.374,6.6,6.6,CT,NXT,,,,
889,HOSE,Ngân hàng Phương Đông,289.0,8355,Ngân hàng,Banks,1996,1879.0,0.0,0.215,https://www.ocb.com.vn/,3.8,0.034,-0.027,-0.059,1369.9,1369.9,NH,OCB,,,,
890,HNX,Khách sạn và Dịch vụ OCH,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2006,1032.0,927.0,0.0,http://www.och.vn,3.5,0.01,0.043,-0.227,200.0,200.0,CT,OCH,,,,
891,HNX,Chứng khoán Everest,300.0,8777,Dịch vụ tài chính,Financial Services,2006,152.0,201.0,0.0,http://www.eves.com.vn,3.7,0.029,0.003,-0.471,103.0,103.0,CK,EVS,,,,
892,HOSE,Tập đoàn Đại Dương,299.0,8775,Dịch vụ tài chính,Financial Services,2007,1662.0,10113.0,0.002,http://www.oceangroup.vn,3.3,-0.039,-0.027,-0.264,300.0,300.0,CT,OGC,,,,
