,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
1484,UPCOM,Du lịch Vietravel,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2015,1361.0,859.0,0.0,http://www.vietravel.com,3.6,-0.013,-0.058,0.034,28.7,29.3,CT,VTR,,,,
1485,HNX,CK TM và CN Việt Nam,300.0,8777,Dịch vụ tài chính,Financial Services,2008,37.0,0.0,0.005,http://www.vics.vn,3.8,0.12,0.095,-0.288,45.1,45.1,CK,VIG,,,,
1486,UPCOM,Chăn nuôi Việt Nam,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2014,70.0,254.0,0.002,http://www.vilico.vn,3.8,-0.017,-0.042,-0.261,172.3,172.3,CT,VLC,,,,
1487,UPCOM,Khoáng sản Viglacera,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2008,66.0,152.0,0.004,http://khoangsanviglacera.com.vn/,3.8,-0.017,0.069,0.495,1.3,1.3,CT,VIM,,,,
1488,UPCOM,Tư vấn đầu tư Mỏ,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,344.0,239.0,0.0,http://www.vimcc.vn,3.7,-0.017,-0.042,0.296,2.4,2.4,CT,TVM,,,,
1489,UPCOM,Kim loại màu Thái Nguyên - Vimico,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2005,1125.0,271.0,0.0,http://www.kimloaimau.com.vn,3.9,-0.017,-0.095,0.296,18.0,18.0,CT,TMG,,,,
1490,UPCOM,Kho vận ngoại thương VN,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1975,203.0,285.0,0.002,http://www.vinatrans.com,4.0,-0.122,-0.192,-0.103,25.5,25.5,CT,VIN,,,,
1491,HNX,Vinacomin Power,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2009,1969.0,969.0,0.0,http://www.vinacominpower.vn,3.7,-0.07,-0.085,-0.089,682.8,682.8,CT,DTK,,,,
1492,HNX,Lâm nghiệp Việt Nam,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2010,754.0,879.0,0.0,http://www.vinafor.com.vn,3.7,-0.092,-0.131,-0.092,350.0,350.0,CT,VIF,,,,
1493,HNX,Dược liệu và Thực phẩm VN,238.0,4577,Y tế,Health Care,2016,50.0,902.0,0.0,http://www.vinaherbfoods.com,3.5,-0.052,-0.167,-0.42,33.1,33.1,CT,VHE,,,,
1494,UPCOM,PT Nhà và Đô thị Vinaconex,336.0,8633,Bất động sản,Real Estate,2007,50.0,0.0,0.0,http://vinahud.com.vn,3.7,-0.01,0.752,-0.346,38.0,38.0,CT,VHD,,,,
1495,UPCOM,XD Công nghiệp Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2011,133.0,1840.0,0.0,http://www.vinaincon.com.vn,3.5,-0.017,-0.042,-0.173,55.0,55.0,CT,VVN,,,,
1496,UPCOM,K.I.P Việt Nam,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,326.0,148.0,0.0,https://kipvietnam.vn/,3.7,-0.158,-0.222,-0.012,9.8,9.8,CT,KIP,,,,
1497,UPCOM,VINATEX,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2010,28553.0,29201.0,0.131,http://vinatex.com.vn,3.7,-0.008,-0.078,-0.301,500.0,500.0,CT,VGT,,,,
1498,UPCOM,Giao nhận Vận tải Miền Trung,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1753,,123.0,0.0,http://www.vinatransdn.com.vn,3.7,-0.017,-0.234,,3.2,3.2,CT,VMT,,,,
1499,UPCOM,Mạ kẽm công nghiệp Vingal-Vnsteel,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2015,227.0,120.0,0.0,http://www.vingal.com,3.9,-0.017,-0.094,0.344,9.3,9.3,CT,VGL,,,,
1500,HOSE,Vận tải Xăng dầu VIPCO,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,491.0,8827.0,0.038,http://www.vipco.com.vn,4.2,-0.022,0.037,0.287,68.5,68.5,CT,VIP,,,,
1501,UPCOM,Giấy Việt Trì,156.0,1737,Tài nguyên Cơ bản,Basic Resources,2008,468.0,574.0,0.0,http://www.giayviettri.com.vn,3.7,-0.017,-0.2,-0.014,11.6,11.6,CT,GVT,,,,
1502,HOSE,Thuốc sát trùng Việt Nam,151.0,1357,Hóa chất,Chemicals,2006,360.0,780.0,0.007,http://www.vipesco.com.vn,3.9,-0.025,0.017,-0.06,24.5,24.5,CT,VPS,,,,
1503,UPCOM,Cảng xanh VIP,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2014,160.0,117.0,0.218,http://www.vipgreenport.com.vn,4.2,-0.031,-0.016,0.338,63.3,63.3,CT,VGR,,,,
1504,UPCOM,Công trình Công cộng Vĩnh Long,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,258.0,205.0,0.0,http://www.vipuco.vn,4.1,-0.017,-0.042,0.286,3.5,3.5,CT,VLP,,,,
1505,UPCOM,Du lịch Vũng Tàu,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2005,101.0,0.0,0.0,http://www.intourcoresort.com.vn,3.5,-0.017,-0.042,0.072,8.2,8.2,CT,VIR,,,,
1506,UPCOM,VN Kỹ Nghệ Súc Sản (VISSAN),218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2006,3980.0,1087.0,0.043,https://www.vissan.com.vn,3.7,0.017,0.001,0.031,80.9,80.9,CT,VSN,,,,
1507,HNX,Viglacera Tiên Sơn,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,695.0,685.0,0.003,http://www.viglaceratienson.com,3.3,0.004,0.006,0.262,50.0,50.0,CT,VIT,,,,
1508,UPCOM,Nước và Môi trường VN,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006,283.0,250.0,0.01,http://www.viwase.vn,3.2,-0.017,-0.054,0.322,3.6,3.6,CT,VWS,,,,
1509,UPCOM,Đầu tư nước và môi trường VN - Viwaseen,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2013,316.0,221.0,0.0,http://www.viwaseen.com.vn,3.4,-0.017,-0.042,-0.032,58.0,58.0,CT,VIW,,,,
1510,HOSE,Chứng khoán VIX,300.0,8777,Dịch vụ tài chính,Financial Services,2007,50.0,1703.0,0.069,https://www.vixs.vn,4.1,0.044,0.124,-0.331,582.1,582.1,CK,VIX,,,,
1511,HNX,VKC Holdings,213.0,3357,Ô tô và phụ tùng,Automobiles & Parts,1993,77.0,128.0,0.039,https://vkcholdings.vn,3.5,-0.171,-0.126,-0.623,19.3,20.0,CT,VKC,,,,
1512,UPCOM,Nhựa Tân Hóa,150.0,1353,Hóa chất,Chemicals,2000,350.0,0.0,0.0,http://www.tanhoaplastic.vn,3.5,-0.017,-0.042,0.286,8.0,8.0,CT,VKP,,,,
1513,HNX,PT Công nghệ Văn Lang,310.0,9537,Công nghệ Thông tin,Technology,2007,21.0,69.0,0.032,http://www.vla.vn,4.0,-0.117,-0.196,0.429,2.0,2.0,CT,VLA,,,,
1514,UPCOM,Lương thực Vĩnh Long,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,1993,22.0,333.0,0.003,http://www.vinhlongfood.com.vn,3.5,-0.108,-0.042,-0.392,12.0,12.0,CT,VLF,,,,
1515,HNX,VIMECO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,548.0,0.0,0.005,http://www.vimeco.com,3.3,-0.005,-0.076,-0.337,21.6,21.6,CT,VMC,,,,
1516,HOSE,Y Dược phẩm Vimedimex,238.0,4577,Y tế,Health Care,2006,1087.0,364.0,0.014,http://www.vietpharm.com.vn,3.7,-0.052,0.309,0.109,15.4,15.4,CT,VMD,,,,
1517,HNX,Phát triển Hàng Hải,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,128.0,315.0,0.0,http://vimadeco.com.vn,3.8,-0.017,0.328,0.495,9.0,9.0,CT,VMS,,,,
1518,UPCOM,Vimexco Gas,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2006,80.0,1373.0,0.007,http://www.vimexcogas.com.vn,3.1,0.008,-0.131,-0.283,9.6,9.6,CT,VMG,,,,
1519,UPCOM,Truyền thông VMG,269.0,6575,Viễn thông,Telecommunications,2006,202.0,950.0,0.01,https://vmgmedia.vn/home/index,4.1,-0.017,-0.067,0.357,20.4,20.4,CT,ABC,,,,
1520,UPCOM,Địa chất mỏ - TKV,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2010,728.0,987.0,0.0,http://www.minegeology.vn,3.4,-0.038,0.079,-0.284,10.8,10.8,CT,MGC,,,,
1521,UPCOM,CN ô tô Vinacomin,211.0,3353,Ô tô và phụ tùng,Automobiles & Parts,2013,,0.0,0.376,http://www.vmicauto.vn,4.0,-0.017,-0.042,0.286,2.7,2.7,CT,VMA,,,,
1522,UPCOM,Vật tư - TKV,198.0,2797,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,765.0,761.0,0.0,http://www.vmts.vn,3.7,-0.017,0.24,0.193,15.0,15.0,CT,MTS,,,,
1523,UPCOM,Vận tải biển Vinaship,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,506.0,0.0,0.019,http://www.vinaship.com.vn,4.2,0.227,0.092,-0.088,20.0,20.0,CT,VNA,,,,
1524,UPCOM,Bảo hiểm Hàng không,292.0,8536,Bảo hiểm,Insurance,2012,1647.0,0.0,0.001,http://www.vna-insurance.com,3.5,-0.056,-0.285,-0.025,100.0,100.0,BH,AIC,,,,
1525,HOSE,Vietnam Airlines,257.0,5751,Du lịch và Giải trí,Travel & Leisure,2010,18250.0,41554.0,0.059,https://www.vietnamairlines.com/vn/vi/home,3.5,-0.025,-0.019,-0.198,2214.4,2214.4,CT,HVN,,,,
1526,HNX,VINACONTROL,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,1011.0,869.0,0.021,http://www.vinacontrol.vn,4.1,-0.017,0.1,0.02,10.5,10.5,CT,VNC,,,,
1527,UPCOM,Tư vấn Xây dựng Việt Nam,336.0,8633,Bất động sản,Real Estate,2010,3556.0,409.0,0.0,http://www.vncc.vn,3.5,-0.017,0.021,0.26,35.8,35.8,CT,VGV,,,,
1528,UPCOM,Vinaceglass JSC,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,42.0,0.0,0.002,http://www.vinaceglass.com,3.4,-0.124,-0.209,-0.335,9.5,9.5,CT,CGV,,,,
1529,HNX,Than Miền Bắc - Vinacomin,160.0,1771,Tài nguyên Cơ bản,Basic Resources,2007,665.0,652.0,0.001,http://www.thanmienbac.vn,4.3,-0.106,-0.023,0.605,15.0,15.0,CT,TMB,,,,
1530,HOSE,Chứng khoán VNDIRECT,300.0,8777,Dịch vụ tài chính,Financial Services,2006,931.0,27772.0,0.243,http://www.vndirect.com.vn,3.8,-0.004,0.114,-0.203,1217.8,1217.8,CK,VND,,,,
1531,HOSE,Xây dựng điện Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1988,177.0,0.0,0.064,http://www.vneco.vn,3.2,-0.019,-0.036,-0.16,81.9,90.4,CT,VNE,,,,
1532,UPCOM,XD Điện VNECO 12,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2015,70.0,106.0,0.0,http://www.vneco12.com.vn,3.1,-0.176,0.118,-0.529,1.2,1.2,CT,E12,,,,
1533,HNX,VINAFREIGHT,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2001,237.0,207.0,0.004,http://www.vinafreight.com,4.0,-0.017,-0.065,-0.391,31.7,31.7,CT,VNF,,,,
1534,UPCOM,Bột mỳ Vinafood 1,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2015,136.0,0.0,0.0,http://www.vnf1flour.com.vn,3.4,-0.017,0.105,3.177,24.2,24.2,CT,BMV,,,,
1535,UPCOM,Vinafood 2,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2007,2109.0,1411.0,0.0,http://www.vinafood2.com.vn,3.3,0.044,-0.169,0.138,500.0,500.0,CT,VSF,,,,
1536,HOSE,DL Thành Thành Công,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2006,947.0,2407.0,0.005,https://ttchospitality.vn,3.2,-0.036,-0.048,-0.192,97.3,97.3,CT,VNG,,,,
1537,UPCOM,CTCP VNG,254.0,5553,Truyền thông,Media,2015,2000.0,373.0,0.49,http://www.vng.com.vn,,-0.155,-0.199,,28.7,35.8,CT,VNZ,,,,
1538,UPCOM,Đầu tư Việt Việt Nhật,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2000,7.0,0.0,0.007,http://www.vietnhat.com,3.3,-0.112,-0.179,-0.483,8.0,8.0,CT,VNH,,,,
1539,UPCOM,ĐT BĐS Việt Nam,336.0,8633,Bất động sản,Real Estate,2007,16.0,112.0,0.0,http://www.vinalandinvest.com.vn,3.0,-0.017,-0.192,-0.193,10.4,10.6,CT,VNI,,,,
1540,HOSE,Logistics Vinalink,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,332.0,1317.0,0.096,http://www.vinalinklogistics.com,4.3,-0.043,-0.025,0.046,9.4,9.4,CT,VNL,,,,
1541,UPCOM,TCT Hàng hải Việt Nam,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,687.0,512.0,0.0,https://vimc.co,3.8,-0.045,-0.156,-0.322,1200.6,6.4,CT,MVN,,,,
1542,UPCOM,VIMC Logistics,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,123.0,0.0,0.015,http://www.vimclogistics.com.vn,4.0,-0.017,-0.214,-0.402,14.2,14.2,CT,VLG,,,,
1543,HOSE,VINAMILK,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2003,8082.0,0.0,0.557,http://www.vinamilk.com.vn,3.7,-0.025,-0.053,0.314,2090.0,2090.0,CT,VNM,,,,
1544,HOSE,Phát triển Điện lực Việt Nam,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2015,128.0,6862.0,0.254,http://www.vnpd.com.vn,3.9,0.039,0.059,0.853,106.6,106.6,CT,VPD,,,,
1545,UPCOM,Tổng Công ty Dược Việt Nam,238.0,4577,Y tế,Health Care,2011,1033.0,283.0,0.0,http://www.vinapharm.com.vn,3.3,-0.011,-0.077,-0.026,237.0,237.0,CT,DVN,,,,
1546,UPCOM,Nhựa Việt Nam,150.0,1353,Hóa chất,Chemicals,2007,51.0,489.0,0.01,http://www.vinaplast.com.vn,4.0,0.001,-0.042,-0.291,19.4,19.4,CT,VNP,,,,
1547,HNX,Tái bảo hiểm Quốc gia,293.0,8538,Bảo hiểm,Insurance,2004,101.0,84.0,0.271,http://www.vinare.com.vn,3.6,-0.021,-0.06,0.006,150.7,150.7,BH,VNR,,,,
1548,HOSE,Tập đoàn CN Cao su VN,150.0,1353,Hóa chất,Chemicals,2010,217.0,0.0,0.005,http://www.vnrubbergroup.com,3.9,0.03,0.069,-0.244,4000.0,4000.0,CT,GVR,,,,
1549,HOSE,Ánh Dương Việt Nam,262.0,5759,Du lịch và Giải trí,Travel & Leisure,1995,3813.0,1124.0,0.199,http://www.vinasuncorp.com,3.9,-0.028,-0.048,0.83,67.9,67.9,CT,VNS,,,,
1550,UPCOM,Thép Việt Nam,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2012,144.0,9651.0,0.001,http://www.vnsteel.vn,3.3,-0.055,-0.08,-0.401,678.0,678.0,CT,TVN,,,,
1551,HNX,Vận tải ngoại thương,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2002,401.0,198.0,0.104,http://www.vinatranshn.com.vn,3.5,-0.017,-0.186,0.234,16.6,11.9,CT,VNT,,,,
1552,UPCOM,Kho vận và DV Thương mại,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2015,,0.0,0.0,http://www.vinatranco.com.vn,3.2,-0.233,-0.258,0.676,6.0,3.6,CT,VXT,,,,
1553,UPCOM,Thuốc thú y Trung ương I,151.0,1357,Hóa chất,Chemicals,2000,107.0,266.0,0.0,http://www.vinavetco.com,3.7,-0.063,-0.149,0.023,14.2,14.2,CT,VNY,,,,
1554,UPCOM,QC và Hội chợ Thương mại,255.0,5555,Truyền thông,Media,1975,63.0,173.0,0.0,http://www.vinexad.com.vn,3.2,-0.017,-0.042,-0.19,1.2,1.2,CT,VNX,,,,
1555,UPCOM,Dầu thực vật Việt Nam,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2015,194.0,306.0,0.007,http://www.vocarimex.com.vn,3.6,0.017,0.005,0.278,121.8,121.8,CT,VOC,,,,
1556,HOSE,Vận tải Biển Việt Nam,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,832.0,0.0,0.008,http://www.vosco.com.vn,4.4,-0.02,-0.024,-0.314,140.0,140.0,CT,VOS,,,,
1557,HNX,Đại lý Hàng hải VN,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,613.0,705.0,0.042,http://www.vosa.com.vn,3.9,0.014,0.027,0.128,14.1,14.1,CT,VSA,,,,
1558,HOSE,VPBank,289.0,8355,Ngân hàng,Banks,1993,25413.0,18747.0,0.176,http://www.vpbank.com.vn,3.6,-0.022,0.196,0.144,6713.2,6743.4,NH,VPB,,,,
1559,UPCOM,V- Power,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,94.0,0.0,0.004,http://www.v-power.vn,3.5,-0.099,-0.339,-0.137,5.6,5.6,CT,VPC,,,,
1560,HOSE,Đầu tư TMại XNK Việt Phát,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2008,108.0,3927.0,0.009,http://www.vietphatjsc.com.vn,3.8,-0.013,-0.012,-0.504,80.2,80.2,CT,VPG,,,,
1561,HOSE,Vạn Phát Hưng,336.0,8633,Bất động sản,Real Estate,1999,97.0,7365.0,0.009,http://www.vanphathung.com,3.5,-0.027,-0.037,-0.468,95.4,95.4,CT,VPH,,,,
1562,UPCOM,VINAPRINT,256.0,5557,Truyền thông,Media,2006,47.0,124.0,0.071,http://www.vinaprinting.vn,3.3,0.239,0.214,0.49,4.6,4.6,CT,VPR,,,,
1563,UPCOM,Vận tải Hóa dầu VP,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,8.0,925.0,0.0,http://www.vptrans.vn,3.3,0.054,-0.008,-0.388,15.1,15.1,CT,VPA,,,,
1564,HOSE,Đầu tư Văn Phú - Invest,336.0,8633,Bất động sản,Real Estate,2008,157.0,348.0,0.024,http://www.vanphu.vn,3.4,-0.006,0.058,0.305,242.0,242.0,CT,VPI,,,,
1565,UPCOM,Cấp thoát nước số 1 Vĩnh Phúc,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2009,238.0,154.0,0.0,http://vinhphucwater.com.vn,3.8,-0.017,-0.042,0.286,11.2,11.2,CT,VPW,,,,
1566,UPCOM,Nước sạch Vĩnh Phúc,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1999,132.0,146.0,0.0,http://www.vinhphucwater.com.vn,3.5,-0.017,-0.042,0.67,11.0,11.0,CT,NVP,,,,
1567,UPCOM,Giám định Vinaconmin,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1995,,0.0,0.04,http://www.quacontrol.com.vn,4.0,0.053,-0.06,0.044,3.6,3.6,CT,VQC,,,,
1568,HOSE,Bất động sản và Đầu tư VRC,336.0,8633,Bất động sản,Real Estate,2005,18.0,3064.0,0.005,http://www.vrc.com.vn,3.7,-0.022,-0.157,-0.365,50.0,50.0,CT,VRC,,,,
1569,UPCOM,PT Đô thị và KCN Cao su VN,336.0,8633,Bất động sản,Real Estate,2012,38.0,0.0,0.0,https://vrg-vn.com/,3.9,0.313,0.195,0.155,25.9,25.9,CT,VRG,,,,
1570,HOSE,Vincom Retail,336.0,8633,Bất động sản,Real Estate,2012,1981.0,34058.0,0.331,http://www.vincom.com.vn,3.8,-0.007,0.105,0.195,2272.3,2328.8,CT,VRE,,,,
1571,HOSE,VICONSHIP,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,1103.0,0.0,0.03,http://www.viconship.com,4.0,-0.005,-0.059,0.006,121.3,121.3,CT,VSC,,,,
1572,UPCOM,DV Đường cao tốc Việt Nam,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,250.0,114.0,0.022,http://www.vecs.com.vn,3.3,-0.049,-0.075,-0.246,8.9,8.9,CT,VSE,,,,
1573,UPCOM,Container Phía Nam,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,117.0,0.0,0.01,http://www.viconshipsg.com.vn,3.5,-0.076,-0.042,-0.257,11.0,11.0,CT,VSG,,,,
1574,HOSE,Thủy điện Vĩnh Sơn - Sông Hinh,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2004,215.0,3653.0,0.117,http://www.vshpc.evn.com.vn,4.2,0.015,-0.028,0.688,236.2,236.2,CT,VSH,,,,
1575,HOSE,Đầu tư và Xây dựng Cấp thoát nước,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1975,180.0,394.0,0.008,http://www.waseco.com.vn,3.8,0.037,-0.001,0.169,13.2,13.2,CT,VSI,,,,
1576,UPCOM,Vận tải và Thuê Tàu biển Việt Nam,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,819.0,3522.0,0.001,http://www.vitranschart.com.vn,4.1,-0.128,-0.215,-0.278,67.0,63.0,CT,VST,,,,
1577,UPCOM,Gạch men VITALY,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,374.0,0.0,0.002,http://www.vitaly.com.vn,3.3,-0.017,-0.065,-0.112,8.0,8.0,CT,VTA,,,,
1578,HOSE,Viettronics Tân Bình,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,153.0,0.0,0.046,http://www.vtb.com.vn,4.3,-0.017,-0.051,0.36,10.8,12.0,CT,VTB,,,,
1579,HNX,Viễn thông VTC,314.0,9578,Công nghệ Thông tin,Technology,1999,148.0,1805.0,0.127,http://www.vtctelecom.com.vn,3.6,0.021,-0.022,-0.169,4.5,4.5,CT,VTC,,,,
1580,UPCOM,VINACAP Kim Long,314.0,9578,Công nghệ Thông tin,Technology,2007,123.0,484.0,0.0,http://www.vinacap.vn,3.3,-0.017,0.261,0.361,15.6,15.6,CT,VTE,,,,
1581,UPCOM,May Việt Tiến,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2012,8206.0,1862.0,0.151,http://www.viettien.com.vn,3.6,-0.009,-0.028,0.097,44.1,44.1,CT,VGG,,,,
1582,UPCOM,Đầu tư Quốc tế Viettel,269.0,6575,Viễn thông,Telecommunications,2007,5128.0,8169.0,0.001,http://www.viettelglobal.vn,3.6,0.033,0.007,-0.128,3043.8,3043.8,CT,VGI,,,,
1583,HNX,Dây cáp điện Việt Thái,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,96.0,0.0,0.003,http://www.vietthaicable.com.vn,3.2,0.075,-0.144,0.324,7.9,7.9,CT,VTH,,,,
1584,UPCOM,Sản xuất - XNK Dệt may,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2000,124.0,0.0,0.0,http://www.vinateximex.vn,3.2,-0.017,-0.042,1.057,4.3,3.5,CT,VTI,,,,
1585,HNX,TM và Đầu tư VINATABA,229.0,3785,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,4.0,427.0,0.001,http://www.vinainvest.com.vn,3.9,-0.017,-0.194,-0.364,11.4,11.4,CT,VTJ,,,,
1586,UPCOM,Tư vấn thiết kế Viettel,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,97.0,627.0,0.008,http://www.vietteltuvanthietke.com.vn,3.8,-0.056,-0.037,0.232,8.6,4.9,CT,VTK,,,,
1587,HNX,Vang Thăng Long,215.0,3535,Thực phẩm và đồ uống,Food & Beverage,2001,75.0,312.0,0.009,http://www.vangthanglong.com.vn,3.3,-0.017,-0.042,0.381,5.1,5.1,CT,VTL,,,,
1588,UPCOM,Đưa đón thợ mỏ - Vinacomin,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2015,955.0,0.0,0.0,http://www.tmcs.vn,3.1,-0.017,-0.042,0.286,3.3,3.3,CT,VTM,,,,
1589,HOSE,VITACO,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,558.0,5038.0,0.011,http://www.vitaco.petrolimex.com.vn,4.0,-0.004,0.117,-0.073,79.9,79.9,CT,VTO,,,,
1590,UPCOM,Bưu chính Viettel,190.0,2771,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,10060.0,6033.0,0.143,http://www.viettelpost.com.vn,3.6,0.009,0.008,-0.338,113.2,113.2,CT,VTP,,,,
1591,UPCOM,Việt Trung Quảng Bình,150.0,1353,Hóa chất,Chemicals,2010,458.0,570.0,0.0,http://www.viettrungqb.com.vn,3.4,-0.017,-0.042,0.286,17.1,17.1,CT,VTQ,,,,
1592,UPCOM,Gạch Ngói Từ Sơn,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004,94.0,0.0,0.022,http://www.vtsc.vn,3.7,-0.017,-0.042,0.433,2.0,2.0,CT,VTS,,,,
1593,UPCOM,VietBank,289.0,8355,Ngân hàng,Banks,2011,2576.0,410.0,0.0,http://www.vietbank.com.vn,3.4,-0.017,-0.106,-0.086,477.7,477.7,NH,VBB,,,,
1594,UPCOM,Du lịch và TM - Vinacomin,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2013,373.0,280.0,0.0,http://www.vttctravel.vn,3.7,-0.017,-0.042,0.075,2.5,2.5,CT,DLT,,,,
1595,HNX,Năng lượng và Môi trường VICEM,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,256.0,0.0,0.005,http://www.vtvxm.vn,3.4,-0.078,-0.064,-0.22,31.2,31.2,CT,VTV,,,,
1596,UPCOM,Truyền hình Cáp Việt Nam,254.0,5553,Truyền thông,Media,2012,1468.0,1157.0,0.0,https://www.vtvcab.vn,3.6,0.278,0.566,-0.576,45.7,45.7,CT,CAB,,,,
1597,UPCOM,Vận tải Đa phương thức,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012,200.0,536.0,0.0,http://www.vietranstimex.com.vn,3.2,-0.017,-0.042,0.364,21.0,21.0,CT,VTX,,,,
1598,HNX,Xi măng La Hiên,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1994,548.0,543.0,0.027,http://www.ximanglahien.com.vn,4.1,-0.024,-0.021,0.079,12.0,12.0,CT,CLH,,,,
1599,UPCOM,Cấp nước Vĩnh Long,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2008,243.0,301.0,0.002,http://www.capnuocvl.com.vn,4.3,-0.163,-0.189,-0.049,28.9,28.9,CT,VLW,,,,
1600,UPCOM,VIWASEEN.3,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2013,,0.0,0.013,http://www.viwaseen3.com.vn,3.4,-0.017,-0.042,0.165,2.0,2.0,CT,VW3,,,,
1601,UPCOM,Đầu tư Nước sạch Sông Đà,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2009,153.0,132.0,0.002,http://www.viwasupco.com.vn,3.6,0.009,-0.132,0.571,75.0,75.0,CT,VCW,,,,
